1.0,10.0,1000.0,1000000.0,25.4,304.8,914.4,1609344.0
0.1,1.0,100.0,100000.0,2.54,30.48,91.44,160934.4
0.001,0.01,1.0,1000.0,0.0254,0.3048,0.9144,1609.344
1e-06,1e-05,0.001,1.0,2.54e-05,0.0003048,0.0009144,1.609
0.03937,0.3937,39.37,39370.08,1.0,12.0,36.0,63360.0
0.003281,0.03281,3.281,3280.84,0.08333,1.0,3.0,5280.0
0.001094,0.01094,1.094,1093.61,0.02778,0.3333,1.0,1760.0
6.214e-07,6.214e-06,0.0006214,0.6214,1.578e-05,0.0001894,0.0005682,1.0
